arch,seed,case_id,klass,klass_name,dice,hd95
baseline,3,pancreas_225,1,pancreas,0.679282218649383,7.0710678118654755
baseline,3,pancreas_225,2,mass,0.026578076323660875,8.114771306185348
baseline,3,pancreas_103,1,pancreas,0.6487596777296951,4.47213595499958
baseline,3,pancreas_103,2,mass,0.18479880896453232,6.324555320336759
baseline,3,pancreas_236,1,pancreas,0.5200945627738128,5.233954899592172
baseline,3,pancreas_236,2,mass,0.581560285171772,2.0944271909999106
baseline,3,pancreas_179,1,pancreas,0.753408828344486,1.4142135623730951
baseline,3,pancreas_179,2,mass,0.11480362805195278,10.072208813879424
baseline,3,pancreas_358,1,pancreas,0.7409255898954342,2.0
baseline,3,pancreas_358,2,mass,8.064516063995838e-09,31.636212923498405
baseline,3,pancreas_296,1,pancreas,0.6958430913794141,4.58257569495584
baseline,3,pancreas_296,2,mass,6.80272104215836e-09,41.96783736439832
baseline,3,pancreas_092,1,pancreas,0.694484138412551,3.0
baseline,3,pancreas_092,2,mass,0.04301076297837889,3.639577803291477
baseline,3,pancreas_256,1,pancreas,0.7013379370519339,5.224259737941109
baseline,3,pancreas_256,2,mass,2.4630541811254823e-09,23.345235059857504
baseline,3,pancreas_235,1,pancreas,0.7158570119590808,3.0
baseline,3,pancreas_235,2,mass,7.142857091836735e-09,24.769939425526207
baseline,3,pancreas_419,1,pancreas,0.40035706328936466,11.224972160321824
baseline,3,pancreas_419,2,mass,5.7471264037521466e-09,18.61316258534477
baseline,3,pancreas_294,1,pancreas,0.7101621194720913,2.449489742783178
baseline,3,pancreas_294,2,mass,0.1730769244021203,5.118446095415553
baseline,3,pancreas_077,1,pancreas,0.6049926579389568,4.242640687119285
baseline,3,pancreas_077,2,mass,0.4824427488817668,4.300769815329979
baseline,3,pancreas_212,1,pancreas,0.735458310870618,7.3484692283495345
baseline,3,pancreas_212,2,mass,0.3300970938825525,7.7458983119419855
baseline,3,pancreas_280,1,pancreas,0.7222741724850805,2.23606797749979
baseline,3,pancreas_280,2,mass,0.3651226175337258,6.0
baseline,3,pancreas_145,1,pancreas,0.6514732965811525,2.23606797749979
baseline,3,pancreas_145,2,mass,0.0595238123228458,17.0
baseline,3,pancreas_334,1,pancreas,0.6140899255556407,3.605551275463989
baseline,3,pancreas_334,2,mass,1.5384615147929e-08,11.045361017187261
baseline,3,pancreas_105,1,pancreas,0.6668414155525972,4.47213595499958
baseline,3,pancreas_105,2,mass,0.256880740762562,3.2008644427151345
